%t            	w            	v            	u            	S           	mu
3.90840e+001	0.00000e+000	1.21719e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90850e+001	0.00000e+000	1.21657e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90860e+001	0.00000e+000	1.21595e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90870e+001	0.00000e+000	1.21534e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90880e+001	0.00000e+000	1.21472e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90890e+001	0.00000e+000	1.21410e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90900e+001	0.00000e+000	1.21348e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90910e+001	0.00000e+000	1.21287e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90920e+001	0.00000e+000	1.21225e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90930e+001	0.00000e+000	1.21163e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90940e+001	0.00000e+000	1.21101e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90950e+001	0.00000e+000	1.21040e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90960e+001	0.00000e+000	1.20978e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90970e+001	0.00000e+000	1.20916e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90980e+001	0.00000e+000	1.20854e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.90990e+001	0.00000e+000	1.20793e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91000e+001	0.00000e+000	1.20731e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91010e+001	0.00000e+000	1.20669e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91020e+001	0.00000e+000	1.20607e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91030e+001	0.00000e+000	1.20546e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91040e+001	0.00000e+000	1.20484e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91050e+001	0.00000e+000	1.20422e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91060e+001	0.00000e+000	1.20360e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91070e+001	0.00000e+000	1.20299e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91080e+001	0.00000e+000	1.20237e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91090e+001	0.00000e+000	1.20175e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91100e+001	0.00000e+000	1.20113e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91110e+001	0.00000e+000	1.20052e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91120e+001	0.00000e+000	1.19990e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91130e+001	0.00000e+000	1.19928e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91140e+001	0.00000e+000	1.19867e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91150e+001	0.00000e+000	1.19805e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91160e+001	0.00000e+000	1.19743e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91170e+001	0.00000e+000	1.19681e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91180e+001	0.00000e+000	1.19620e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91190e+001	0.00000e+000	1.19558e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91200e+001	0.00000e+000	1.19496e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91210e+001	0.00000e+000	1.19434e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91220e+001	0.00000e+000	1.19373e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91230e+001	0.00000e+000	1.19311e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91240e+001	0.00000e+000	1.19249e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91250e+001	0.00000e+000	1.19187e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91260e+001	0.00000e+000	1.19126e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91270e+001	0.00000e+000	1.19064e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91280e+001	0.00000e+000	1.19002e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91290e+001	0.00000e+000	1.18940e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91300e+001	0.00000e+000	1.18879e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91310e+001	0.00000e+000	1.18817e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91320e+001	0.00000e+000	1.18755e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91330e+001	0.00000e+000	1.18693e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91340e+001	0.00000e+000	1.18632e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91350e+001	0.00000e+000	1.18570e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91360e+001	0.00000e+000	1.18508e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91370e+001	0.00000e+000	1.18447e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91380e+001	0.00000e+000	1.18385e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91390e+001	0.00000e+000	1.18323e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91400e+001	0.00000e+000	1.18261e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91410e+001	0.00000e+000	1.18200e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91420e+001	0.00000e+000	1.18138e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91430e+001	0.00000e+000	1.18076e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91440e+001	0.00000e+000	1.18014e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91450e+001	0.00000e+000	1.17953e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91460e+001	0.00000e+000	1.17891e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91470e+001	0.00000e+000	1.17829e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91480e+001	0.00000e+000	1.17767e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91490e+001	0.00000e+000	1.17706e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91500e+001	0.00000e+000	1.17644e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91510e+001	0.00000e+000	1.17582e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91520e+001	0.00000e+000	1.17520e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91530e+001	0.00000e+000	1.17459e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91540e+001	0.00000e+000	1.17397e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91550e+001	0.00000e+000	1.17335e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91560e+001	0.00000e+000	1.17273e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91570e+001	0.00000e+000	1.17212e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91580e+001	0.00000e+000	1.17150e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91590e+001	0.00000e+000	1.17088e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91600e+001	0.00000e+000	1.17026e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91610e+001	0.00000e+000	1.16965e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91620e+001	0.00000e+000	1.16903e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91630e+001	0.00000e+000	1.16841e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91640e+001	0.00000e+000	1.16780e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91650e+001	0.00000e+000	1.16718e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91660e+001	0.00000e+000	1.16656e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91670e+001	0.00000e+000	1.16594e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91680e+001	0.00000e+000	1.16533e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91690e+001	0.00000e+000	1.16471e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91700e+001	0.00000e+000	1.16409e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91710e+001	0.00000e+000	1.16347e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91720e+001	0.00000e+000	1.16286e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91730e+001	0.00000e+000	1.16224e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91740e+001	0.00000e+000	1.16162e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91750e+001	0.00000e+000	1.16100e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91760e+001	0.00000e+000	1.16039e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91770e+001	0.00000e+000	1.15977e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91780e+001	0.00000e+000	1.15915e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91790e+001	0.00000e+000	1.15853e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91800e+001	0.00000e+000	1.15792e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91810e+001	0.00000e+000	1.15730e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91820e+001	0.00000e+000	1.15668e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91830e+001	0.00000e+000	1.15606e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91840e+001	0.00000e+000	1.15545e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91850e+001	0.00000e+000	1.15483e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91860e+001	0.00000e+000	1.15421e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91870e+001	0.00000e+000	1.15360e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91880e+001	0.00000e+000	1.15298e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91890e+001	0.00000e+000	1.15236e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91900e+001	0.00000e+000	1.15174e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91910e+001	0.00000e+000	1.15113e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91920e+001	0.00000e+000	1.15051e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91930e+001	0.00000e+000	1.14989e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91940e+001	0.00000e+000	1.14927e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91950e+001	0.00000e+000	1.14866e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91960e+001	0.00000e+000	1.14804e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91970e+001	0.00000e+000	1.14742e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91980e+001	0.00000e+000	1.14680e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.91990e+001	0.00000e+000	1.14619e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92000e+001	0.00000e+000	1.14557e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92010e+001	0.00000e+000	1.14495e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92020e+001	0.00000e+000	1.14433e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92030e+001	0.00000e+000	1.14372e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92040e+001	0.00000e+000	1.14310e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92050e+001	0.00000e+000	1.14248e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92060e+001	0.00000e+000	1.14186e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92070e+001	0.00000e+000	1.14125e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92080e+001	0.00000e+000	1.14063e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92090e+001	0.00000e+000	1.14001e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92100e+001	0.00000e+000	1.13939e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92110e+001	0.00000e+000	1.13878e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92120e+001	0.00000e+000	1.13816e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92130e+001	0.00000e+000	1.13754e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92140e+001	0.00000e+000	1.13693e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92150e+001	0.00000e+000	1.13631e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92160e+001	0.00000e+000	1.13569e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92170e+001	0.00000e+000	1.13507e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92180e+001	0.00000e+000	1.13446e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92190e+001	0.00000e+000	1.13384e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92200e+001	0.00000e+000	1.13322e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92210e+001	0.00000e+000	1.13260e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92220e+001	0.00000e+000	1.13199e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92230e+001	0.00000e+000	1.13137e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92240e+001	0.00000e+000	1.13075e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92250e+001	0.00000e+000	1.13013e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92260e+001	0.00000e+000	1.12952e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92270e+001	0.00000e+000	1.12890e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92280e+001	0.00000e+000	1.12828e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92290e+001	0.00000e+000	1.12766e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92300e+001	0.00000e+000	1.12705e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92310e+001	0.00000e+000	1.12643e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92320e+001	0.00000e+000	1.12581e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92330e+001	0.00000e+000	1.12519e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92340e+001	0.00000e+000	1.12458e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92350e+001	0.00000e+000	1.12396e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92360e+001	0.00000e+000	1.12334e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92370e+001	0.00000e+000	1.12273e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92380e+001	0.00000e+000	1.12211e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92390e+001	0.00000e+000	1.12149e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92400e+001	0.00000e+000	1.12087e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92410e+001	0.00000e+000	1.12026e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92420e+001	0.00000e+000	1.11964e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92430e+001	0.00000e+000	1.11902e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92440e+001	0.00000e+000	1.11840e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92450e+001	0.00000e+000	1.11779e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92460e+001	0.00000e+000	1.11717e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92470e+001	0.00000e+000	1.11655e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92480e+001	0.00000e+000	1.11593e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92490e+001	0.00000e+000	1.11532e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92500e+001	0.00000e+000	1.11470e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92510e+001	0.00000e+000	1.11408e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92520e+001	0.00000e+000	1.11346e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92530e+001	0.00000e+000	1.11285e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92540e+001	0.00000e+000	1.11223e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92550e+001	0.00000e+000	1.11161e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92560e+001	0.00000e+000	1.11099e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92570e+001	0.00000e+000	1.11038e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92580e+001	0.00000e+000	1.10976e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92590e+001	0.00000e+000	1.10914e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92600e+001	0.00000e+000	1.10852e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92610e+001	0.00000e+000	1.10791e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92620e+001	0.00000e+000	1.10729e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92630e+001	0.00000e+000	1.10667e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92640e+001	0.00000e+000	1.10606e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92650e+001	0.00000e+000	1.10544e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92660e+001	0.00000e+000	1.10482e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92670e+001	0.00000e+000	1.10420e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92680e+001	0.00000e+000	1.10359e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92690e+001	0.00000e+000	1.10297e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92700e+001	0.00000e+000	1.10235e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92710e+001	0.00000e+000	1.10173e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92720e+001	0.00000e+000	1.10112e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92730e+001	0.00000e+000	1.10050e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92740e+001	0.00000e+000	1.09988e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92750e+001	0.00000e+000	1.09926e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92760e+001	0.00000e+000	1.09865e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92770e+001	0.00000e+000	1.09803e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92780e+001	0.00000e+000	1.09741e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92790e+001	0.00000e+000	1.09679e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92800e+001	0.00000e+000	1.09618e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92810e+001	0.00000e+000	1.09556e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92820e+001	0.00000e+000	1.09494e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92830e+001	0.00000e+000	1.09432e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92840e+001	0.00000e+000	1.09371e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92850e+001	0.00000e+000	1.09309e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92860e+001	0.00000e+000	1.09247e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92870e+001	0.00000e+000	1.09186e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92880e+001	0.00000e+000	1.09124e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92890e+001	0.00000e+000	1.09062e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92900e+001	0.00000e+000	1.09000e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92910e+001	0.00000e+000	1.08939e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92920e+001	0.00000e+000	1.08877e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92930e+001	0.00000e+000	1.08815e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92940e+001	0.00000e+000	1.08753e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92950e+001	0.00000e+000	1.08692e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92960e+001	0.00000e+000	1.08630e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92970e+001	0.00000e+000	1.08568e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92980e+001	0.00000e+000	1.08506e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.92990e+001	0.00000e+000	1.08445e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93000e+001	0.00000e+000	1.08383e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93010e+001	0.00000e+000	1.08321e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93020e+001	0.00000e+000	1.08259e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93030e+001	0.00000e+000	1.08198e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93040e+001	0.00000e+000	1.08136e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93050e+001	0.00000e+000	1.08074e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93060e+001	0.00000e+000	1.08012e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93070e+001	0.00000e+000	1.07951e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93080e+001	0.00000e+000	1.07889e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93090e+001	0.00000e+000	1.07827e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93100e+001	0.00000e+000	1.07765e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93110e+001	0.00000e+000	1.07704e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93120e+001	0.00000e+000	1.07642e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93130e+001	0.00000e+000	1.07580e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93140e+001	0.00000e+000	1.07519e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93150e+001	0.00000e+000	1.07457e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93160e+001	0.00000e+000	1.07395e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93170e+001	0.00000e+000	1.07333e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93180e+001	0.00000e+000	1.07272e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93190e+001	0.00000e+000	1.07210e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93200e+001	0.00000e+000	1.07148e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93210e+001	0.00000e+000	1.07086e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93220e+001	0.00000e+000	1.07025e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93230e+001	0.00000e+000	1.06963e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93240e+001	0.00000e+000	1.06901e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93250e+001	0.00000e+000	1.06839e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93260e+001	0.00000e+000	1.06778e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93270e+001	0.00000e+000	1.06716e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93280e+001	0.00000e+000	1.06654e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93290e+001	0.00000e+000	1.06592e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93300e+001	0.00000e+000	1.06531e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93310e+001	0.00000e+000	1.06469e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93320e+001	0.00000e+000	1.06407e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93330e+001	0.00000e+000	1.06345e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93340e+001	0.00000e+000	1.06284e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93350e+001	0.00000e+000	1.06222e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93360e+001	0.00000e+000	1.06160e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93370e+001	0.00000e+000	1.06099e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93380e+001	0.00000e+000	1.06037e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93390e+001	0.00000e+000	1.05975e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93400e+001	0.00000e+000	1.05913e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93410e+001	0.00000e+000	1.05852e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93420e+001	0.00000e+000	1.05790e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93430e+001	0.00000e+000	1.05728e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93440e+001	0.00000e+000	1.05666e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93450e+001	0.00000e+000	1.05605e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93460e+001	0.00000e+000	1.05543e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93470e+001	0.00000e+000	1.05481e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93480e+001	0.00000e+000	1.05419e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93490e+001	0.00000e+000	1.05358e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93500e+001	0.00000e+000	1.05296e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93510e+001	0.00000e+000	1.05234e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93520e+001	0.00000e+000	1.05172e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93530e+001	0.00000e+000	1.05111e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93540e+001	0.00000e+000	1.05049e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93550e+001	0.00000e+000	1.04987e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93560e+001	0.00000e+000	1.04925e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93570e+001	0.00000e+000	1.04864e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93580e+001	0.00000e+000	1.04802e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93590e+001	0.00000e+000	1.04740e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93600e+001	0.00000e+000	1.04678e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93610e+001	0.00000e+000	1.04617e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
3.93620e+001	0.00000e+000	1.04555e+001	5.00000e+001	-1.00000e+000	-6.30000e-001
